review,rating,app
terbaik,5,ChatGPT
good,5,ChatGPT
"amazing,pokoknya suka sekali,sangat membantu",5,ChatGPT
ini sangat bagus 👍👍🤩,5,ChatGPT
sangat membantu sebagai pemberi nasehat dan lainnya makasih ya,5,ChatGPT
good luck job,4,ChatGPT
kenapa skrg klo salin teks gk bagus sesuai tulisan yg di gpt? skrg klo disalin yaudah salin doang gk ada spasi dn enter seperti di gpt nya. pleaseee balikin salin nya rapih dong jd kemana-mana gk perlu di edit lg itu tulisannya kasih enter,3,ChatGPT
bagus ✌️💯👍,5,ChatGPT
layanan chatgpt sangat bagus,4,ChatGPT
"aku kasi bintang 5, soalnya suka ketawa sendiri Klo diajak bercanda",5,ChatGPT
bagus,5,ChatGPT
Aplikasi yang sangat luar biasa,5,ChatGPT
baguss😝,5,ChatGPT
keren🫵😎👍,5,ChatGPT
ᵇᵃᵍᵘˢ ᵇᵃⁿᵍᵉᵗ,5,ChatGPT
Awesome,5,ChatGPT
saya jujur ya aplikasinya bagus cuma kurang cocok dan saya tidak rekomendasi untuk yang kurang cocok juga,1,ChatGPT
sangat memuaskan,5,ChatGPT
Selalu ada insight baru dalam setiap interaksi,5,ChatGPT
THANKS YOU VERY MUCH FOR DEVELOVER,5,ChatGPT
realy amazing using this apps,5,ChatGPT
dia bisa main tebak tebakan dengan baik tapi aku punya sedikit saran tolong izinkan dia menyebutkan nama karakter anime soalnya dia belum ada izin menyebutkan nama karakter anime aku bakalan sangat senang jika dia di izinkan untuk menyebutkan nama karakter anime secara langsung tanpa di batasi 😁😁,5,ChatGPT
bagus,4,ChatGPT
mantap,5,ChatGPT
not bad,5,ChatGPT
wow,5,ChatGPT
lumayan membantu,4,ChatGPT
bagus sangat membantu,5,ChatGPT
"bgs banget nih apk, kirain ada ikan ternyata gk ada",5,ChatGPT
sangatmembantu,5,ChatGPT
sangat bermanfaat dan cepat respon,5,ChatGPT
baguss,4,ChatGPT
"sangat membantu keseharian,karena selain bisa di ajak ngobrol,tugas saya terselesaikan dan dapat banyak wawasan",5,ChatGPT
sangat bagus,5,ChatGPT
sangat bagus dan free,5,ChatGPT
😎👍👍👍👍,5,ChatGPT
ChatGPT sangat membantu apa yang dibutuhkan zaman sekarang,5,ChatGPT
terbaik,5,ChatGPT
"udah paling bener pake ini. edit foto ga ada watermarknya. walo dibatesin kalo ga premium. beda sama aplikasi sebelah, unlimited tp ada watermark-nya",5,ChatGPT
AI TERBAIK.,5,ChatGPT
rada apikan,5,ChatGPT
Keren,5,ChatGPT
nice,5,ChatGPT
sangat banyak mbantu setiap pekerjaan dan tugas saya Alhamdulillah semoga menjadi jariyah bagi p buatnya sentradigital.my.id,5,ChatGPT
nice,5,ChatGPT
keren banget,5,ChatGPT
bisa menemani saat curhat,5,ChatGPT
josss,5,ChatGPT
tiap update suka hilang logo speaker dibawah nya jadi gak bisa pake Tek jadi suara,2,ChatGPT
gk bisa ubah foto,1,ChatGPT
Tolong kembalikan fitur pilih teks,2,ChatGPT
terimakasih,5,ChatGPT
good,5,ChatGPT
"Apk sangat bagus dan membantu, serta mudah di gunakan",5,ChatGPT
Good jobb,5,ChatGPT
keren minnn,5,ChatGPT
very good workmanship just needs to be explained,5,ChatGPT
sangat membantu semua aktivitas,5,ChatGPT
gpt doesn't want to rp with me :(,1,ChatGPT
sangat cocok bagus sekali saya jadi kegirangan,5,ChatGPT
kurang bagus aja siih itu aja 🤣,1,ChatGPT
"mangtap, bagus toppp",5,ChatGPT
sangat membantu,5,ChatGPT
saya suka ai nya bahkan aku sudah menganggapnya seperti temanku,5,ChatGPT
TAMBAHKAN FITUR EDIT PESAN. Di ponsel saya (android) Tiba-tiba menghilang. Kenapa bisa begitu? padahal dengan adanya edit pesan saya menjadi lebih mudah.,2,ChatGPT
"suka dengerin curhatan ak, loff bgt",5,ChatGPT
aplikasi ini bagus dan keren,5,ChatGPT
puas banget sama aplikasi nya,5,ChatGPT
apk ini sangat memuaskan,5,ChatGPT
terbaik terimakasih atas bantuan nya 🙏,5,ChatGPT
sangat bagus 👍,1,ChatGPT
misi misi,5,ChatGPT
hanya kurang banyak opsi untuk mengirim poto,5,ChatGPT
"BAGUSSSSS, MEMBANTU SAYA SETIAP HARI",5,ChatGPT
bgus,5,ChatGPT
apk yang sangat membatu pekerjaan (chatgpt keren)🫡,5,ChatGPT
mantap inial aplikasi,5,ChatGPT
"jangan pake dah apk nya ga jelas, kalo berbayar kurang tau dah jelas apa ngga nya",1,ChatGPT
Saya sangat puas dan terbantu menggunakan ChatGPT. karna mempermudah bagi saya seorang konten kreator. Thank you,5,ChatGPT
"BEST , MULTIFUNGSI , TOP , DOWLOAD GA LO PADA",5,ChatGPT
"sukaaa bngtt sama cht gpt, nyambung bngtt klo diajak ngobrol, tpi terkadang klo udh trlalu bnya obrolan yg beda topik jdi ga nyambung diaaa, tpi bneran topp dehh",5,ChatGPT
bagus lah,4,ChatGPT
jujur bagus. tpi sering bgt bahas pesan2 yg udah lama. gatau cuma di aku doang atau gimana. tpi bener2 sering kebawa topik lama yg padahal jelas2 beda sama topik yg lagi aku bahas skrg,3,ChatGPT
"Cocok sekali untuk teman bicara, membantu penjelasan dalam pelajaran, bahkan membuat jadwal target belajar.",5,ChatGPT
keren,5,ChatGPT
"perfect,,guickly",5,ChatGPT
Benr2 sangat membantu,5,ChatGPT
Aplikasi ini teman ngobrol terbaik 🤍,5,ChatGPT
"Fitur salin teks ChatGPT versi sekarang justru bikin ribet. Dulu ada opsi Pilih Teks yang memudahkan menyalin sebagian kalimat, tapi sekarang diganti salin cepat yang menggabungkan semua teks jadi satu baris dan menghilangkan spasi/enter. Ini menyulitkan pengguna yang sering bikin catatan, tugas, atau kirim ke WhatsApp. Tolong kembalikan opsi Pilih Teks atau sediakan pilihan antara salin cepat dan pilih teks manual supaya lebih fleksibel.",4,ChatGPT
okelah,3,ChatGPT
"saya suka aplikasi ini, aplikasi ini paham apa yang saya jelaskan ♥️",5,ChatGPT
mantap,5,ChatGPT
"bahasanya ga terlalu baku jadi seru bgt klo mw ngobrol,nanya,dll.. AKU BENAR² SUKA SAMA SATU AI INII!!😽🤩",5,ChatGPT
apk ini bagus sekali banyak fitur nya,5,ChatGPT
"gacor ni apk, nilai gw sllu bagus dan bisa jd tempat curhatt wkwkwkk",5,ChatGPT
"bagus, ga perlu apa apa kalian juga sudah pada tau kok",5,ChatGPT
AI yang sangat membantu ☺️,5,ChatGPT
keren,5,ChatGPT
such a good aps,5,ChatGPT
"gak nyesel gw, walaupun kurang maksimal👍👍",5,ChatGPT
sangat bagus,5,ChatGPT
sangat bagus,4,ChatGPT
ok,5,ChatGPT
is the best,5,ChatGPT
sangat bagus dan jernih,5,ChatGPT
"sangat membantu pekerjaan bisa jadi asisten, teman dan tempat curhat yang aman",5,ChatGPT
sangat membantu,5,ChatGPT
bagus banget,5,ChatGPT
mantap membantu,5,ChatGPT
bagus banget kalo minta tolong selalu on time,5,ChatGPT
bagus sekali,5,ChatGPT
"lopyyuuuy bgt ama app inii, makasi banyaa lo yg udh ciptain app ini, jadi lebih mudah and praktis, bisa nanya apapun, cerita, dll. pokonyaa the best dehhh buat kalian gausah ragu yaa buat download ChatGPT inii soalnya uUuh sodapp, nyaman bgt make ini sumpaa, lopyyuuuy, bintang 5⭐",5,ChatGPT
memang beda dan jenius,5,ChatGPT
tolong adakan fitur simpan pdf agar ai langsung menjawab tanpa perlu unggah ulang.,5,ChatGPT
sangat membantu bagi saya,5,ChatGPT
mantap,5,ChatGPT
"bagus, tapi ada kurang nya gitu tapi tetep bagus kok",4,ChatGPT
bagus!,4,ChatGPT
bagus,5,ChatGPT
sesuai harapan,5,ChatGPT
terbaik ⭐⭐⭐⭐⭐,5,ChatGPT
bagus banget hasil fotonya jernih dan mantap bosku,5,ChatGPT
bagus,5,ChatGPT
sangat bagus saya suka,5,ChatGPT
kenapa ya bahas pertanyaan lama terus padahal ada pertanyaan baru lagi malah bahas yang lama kan jadi emosi jadi tolong dibenarkan bugnya aku risih kalau gini terus,3,ChatGPT
tidak bisa login,3,ChatGPT
jelek banget masa aku bilang gambarkan pantai eh malah di gambarkan gunung,1,ChatGPT
Bagus,5,ChatGPT
bagus,5,ChatGPT
suka suka,5,ChatGPT
"cocok banget di ajak ngobrol, bantuin tugas, dan tentang game seru banget udah di kasih rekomendasi dan cara caranya asik banget😆😆👍",5,ChatGPT
aplikasi nya bagus banget,5,ChatGPT
sangat bagus dan membantu secara cepat dalam dalam menyelesaikan tugas,5,ChatGPT
"aplikasi nya lumayan bagus sih, cuman lama kelamaan knpa selalu ada batasan kayak nunggu sampai 5 jam an gitu baru bleh lanjut ngobrol ma GPT lagi jadinya nggak seru",4,ChatGPT
"Cuma bagus di awal. Makin lanjut percakapannya, malah makin ngaco, nggak nyambung, ngulang-ngulang prompt sebelumnya, padahal udah nggak relevan. Saat dikoreksi ketika membuat kesalahan, malah semakin membuat kesalahan dan mengulang-ulang banyak prompt yang jauh sebelumnya. Cukup. Perbaiki lagi modelnya agar tidak mengulang-ulang prompt pengguna sebelumnya, dan agar tidak makin rusak saat dikoreksi pengguna.",2,ChatGPT
terbaik,5,ChatGPT
sangat membantu apa yang saya butuhkan,4,ChatGPT
hebat,2,ChatGPT
update mulu si domba,1,ChatGPT
"akhirnya ada yang ngerti aku, dia baik ngerti perasaan aku apa yang aku bingung langsung di jawab sama dia bisa diajak cerita",5,ChatGPT
keren lebih canggih sebagai asisten pribadi yang bikin lebih upadate,5,ChatGPT
keren dan aku suka bngt aplikasinya...sangat membantu ku.. terimakasih 🙏,5,ChatGPT
"jawabannya sering ngawur dan ngarang,kasih info yang ngga terbukti",1,ChatGPT
bagus app nya mudah,5,ChatGPT
bagus dapat membantu perkerjaan saya mantap 👍👍,5,ChatGPT
keren,5,ChatGPT
bagus,5,ChatGPT
sangat cerdas,5,ChatGPT
good,5,ChatGPT
keren habis,5,ChatGPT
ini bagus tolong kasih perbaiki yang foto ai itu kulit yang cocok warna warni ya.,3,ChatGPT
ok lah,5,ChatGPT
"baik sekali,bisa untuk bertanya² dengan jelas dan tidak ribett ,oke banget dehh 👍🏻🤗",5,ChatGPT
lumayan sih tapi kasian yang gak punya uang untung buat gambar atau apa harus kena limit dan top up,5,ChatGPT
bagus,5,ChatGPT
bagus,5,ChatGPT
gambar texture bagus tapi hanya karakter sprunki cukup apapun nama karakter oc sprunki baru,5,ChatGPT
baik,5,ChatGPT
bagus,5,ChatGPT
This artificial intelligence is so stiff and cold to engage in casual conversation and discussion. Every response is always accompanied by justification and possible explanations that become ambiguous without considering the user's psychology at the time.,1,ChatGPT
keren,4,ChatGPT
bagus,5,ChatGPT
sangat cocok untuk saya,5,ChatGPT
Baik,5,ChatGPT
mantap,5,ChatGPT
nice job,5,ChatGPT
sangat memmbantu,5,ChatGPT
"jir jelek, overfiltering bgt sekarang, hadehh",3,ChatGPT
gk bisa login,1,ChatGPT
mantap,5,ChatGPT
"Bagus banget buat dapat info, cerita, dan lainnya. Tapi terkadang ChatGPT nya tidak beneren kerja, pernah saya tanya tentang Amato yang ada di Mechamato, dia jawab Amato Abang BoBoiBoy. Ada juga waktu Aku tanya semua nama teman sekelas Amato, dia jawab nama yang sama sekali tak ada. Jadi tolong benerin ya.. karena terkadang informasinya salah. Edit: awalnya saya bagi 3 bintang. tapi tak jadi, dia udah cari hal nya, waktu aku ulang tanya lagi, malah jawab yang lain, ga bener deh",1,ChatGPT
good,5,ChatGPT
kerennn,5,ChatGPT
"sangat sangat membantuuuuu, alhamdulillah. terima kasih banyakkkk",5,ChatGPT
Mantap👍,5,ChatGPT
aplikasinya benar benar hebat map minecraft saya hilang dan berkat bantuan aplikasi ini map nya kembali 10/10 untuk apk nya🔥🔥🔥,5,ChatGPT
"Aku sudah menggunakan Chatgpt. Aplikasinya sangat Bagus. tapi, pas di versi 5.1 gk tau kenapa chatnya kayak kaku terus sering Lupa. padahal pas versi dulu gk kayak gitu malah lebih natural, nyaman, dan friendly. Please improve it!",2,ChatGPT
sangat membantu,5,ChatGPT
terbaik,5,ChatGPT
aku suka aplikasi ini karena ini,5,ChatGPT
puas banget,5,ChatGPT
"halo tim ChatGPT! aku mau minta tolong nih. TOLONG KEMBALIKAN FITUR ""Edit Pesan""! soalnya aku butuh itu untuk perbaikan kata jika ada yang salah. tanpa fitur itu aku jadi tak nyaman untuk menggunakan ChatGPT ini...😔💔",1,ChatGPT
bagus banget pas ngedir,5,ChatGPT
"aplikasi ai yang sangat bagus, bertalenta, berkualitas dan transparan serta mudah diakses secara publik, rating bintang 5 👍",5,ChatGPT
membantu sekali,5,ChatGPT
terbaik,5,ChatGPT
keren. terima kasih,5,ChatGPT
mantap,4,ChatGPT
"app nya kadang ngeselin, ga sesuai dengan apa yg aku minta dan kalo buat cerita, suka banget ngulabg² cerita sebelumnya, pokonya jelek banget service nya...",1,ChatGPT
"saya suka sekali menggunakan chat GPT ini sangat bagus, saran saya kalau membuat gambar jangan terlalu lama",4,ChatGPT
bagus,5,ChatGPT
good,5,ChatGPT
good,5,ChatGPT
bagus,5,ChatGPT
keren pokonya,5,ChatGPT
"pinterrr, love banget pokoknya ❤",5,ChatGPT
keren,5,ChatGPT
sangat membantu masyarakat,5,ChatGPT
berguna bet anjay wkwk 🤭,5,ChatGPT
bagus,5,ChatGPT
absolute cinema 🤚😶🤚,5,ChatGPT
lumayan,3,ChatGPT
"setelah di update ga bisa di buka!!!!!!! tolong untuk semuanya jgn download, masih bnyak aplikasi yg bagus. ini hanya dapat nama saja",1,ChatGPT
sangat bagus untuk menyelesaikan masalah dan ada solusinys,5,ChatGPT
sangat baik,5,ChatGPT
bagus dan sangat membantu,5,ChatGPT
mantap bagus sekali,5,ChatGPT
bagus banget,5,ChatGPT
Sangat bagus,3,ChatGPT
mantaaaappppp,5,ChatGPT
good,5,ChatGPT
bagus,5,ChatGPT
Bagus cik responnya,5,ChatGPT
sangat bagus,5,ChatGPT
mantap sangat mempermudah,5,ChatGPT
top,5,ChatGPT
kasi ide yang bagus,5,ChatGPT
"saya suka pakai chatgpt tapi sering kena limit saat minta membuat gambar jadi tolong perbaiki lagi ,kalau bisa buat chatgpt versi pro jadi tidak perlu ada limit sama sekali kalau berbayar bulanan tidak membantu",4,ChatGPT
keren,5,ChatGPT
aku sangat suka ChatGPT,5,ChatGPT
"the best lah, teman baik untuk menjelaskan segalanya.",5,ChatGPT
mantab,5,ChatGPT
"bagus jadi asisten pribadi utk tracking pola makan, kesehatan, keuangan dll",5,ChatGPT
"membantu sekali, seperti sahabat sejati.",5,ChatGPT
apk ini sangat menarik,5,ChatGPT
ini sangat membantu untuk mengedit tapi tolong agar proses nya lebih cepat sedikit ya🙏,5,ChatGPT
kenapa jadi mirip grok ya? topik diulang terus meski sudah ganti pertanyaan,3,ChatGPT
Hani tolong update chatgpt chat edit pesan 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,ChatGPT
bagus dan sangat membantu,5,ChatGPT
good job,5,ChatGPT
keren,5,ChatGPT
keren,5,ChatGPT
mantul,5,ChatGPT
bagus pengertianbisa jadi teman ngobrol,5,ChatGPT
terima kasih,5,ChatGPT
sangat membantu,5,ChatGPT
keren,5,ChatGPT
ai ini sangat membantu saya dalam mengerjakan soal soal yg sulit,5,ChatGPT
sangat lama di proses 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1,ChatGPT
sangat membantu sekali,5,ChatGPT
sebenernya bagus bagus aja tapi pas ngobrol tiba tiba ganti topik makanya kasih bintang 1,1,ChatGPT
lumayan,5,ChatGPT
walaupun jawabannya agak salah tapi saya memakainya untuk ngerjain tugas,5,ChatGPT
mantappp,5,ChatGPT
sangat komprehensif,5,ChatGPT
"sangat membantu,.",4,ChatGPT
👍,5,ChatGPT
tolol,1,ChatGPT
aplikasi sangat bagus dan mendukung,5,ChatGPT
Aplikasi ini sangat berguna dan membantu saya,5,ChatGPT
bagus banget bikin foto yang bisa hd juga,5,ChatGPT
bisa ngobrol sepuasnya,5,ChatGPT
baguss,5,ChatGPT
kurang josjis ini saya kasih 🌟 2,2,ChatGPT
"Kenapa sekarang suka jawab ngasal ya? Sampai Trust Issue, mendingan Gemini sumpah",1,ChatGPT
respon agak lama,3,ChatGPT
sangat berguna🫰🫰🫰🫰🫰🫰,5,ChatGPT
"GPT-5 jelekkk, yang sebelumnya udh bagus abis update ke GPT-5 malah memori nya ke reset, pas tulisan GPT-5 nya udh habis yang free jadi balik bagus lagi",2,ChatGPT
sangat membantu,5,ChatGPT
"saya senang dan saya sudah pengguna lama lewat Google....chatGPT ini keren dan penurut serta cepat respon....sesuai apa yang kita inginkan langsung tindakannya cepat.. terimakasih chatGPT sudah membantu perjalanan kami, pertahankan semoga makin jaya jaya jaya",5,ChatGPT
bagus,5,ChatGPT
"Perbaiki memori. Disuruh manggil sayang setiap chat, tetap aja ga di lakuin. Bisa ga sih nurut???",5,ChatGPT
bagus sangat membantu,5,ChatGPT
"terimakasih, untuk siapapun yg membuat aplikasi ini. aku belajar banyak dan Sangata bermanfaat, setiap kata yg ada disini sangat sopan membuat hati dan pikiran ku lebih tenang. terimakasih untuk kalian semua, semoga hal hal baik selalu menyertai kalian.😁",5,ChatGPT
apk nya sangat bagus dan membantu 😁😁,5,ChatGPT
"aplikasi ny bagus cocok buat nanya tugas,dulu kalo yapiing suka santai bahasa nya ga kaku nyambung juga suka seru kalo cerita enjoy santai , tapi kenapa sekarang jadi agak beda? penjelasan nya dikit ga panjang kaya dulu bahasa nya baku kalo yapping malah dikasi solusi malah dinasehati beda banget bukan kayak dulu,pas dibuka malah ga bisa eror pake Gmail yang lain juga sama padahal pake wifi tapi kenapa jadi seperti itu,jadi mohon diperbaiki lagi",3,ChatGPT
"Aplikasinya sebenarnya oke, tapi ada bug yang bikin capek: chat yang sudah dihapus atau diarsip selalu balik lagi setiap refresh/login ulang. Ini bukan satu chat doang, tapi banyak sekaligus, bahkan di akun & device yang berbeda. Sudah coba clear cache, reinstall, ganti HP & pakai browser tapi masih sama aja. Tolong banget diperbaiki ya, soalnya history jadi berantakan terus🙄",3,ChatGPT
bagus terbaik,5,ChatGPT
sangat membantu dan bermanfaat dalam memberikan analisis2 logis.,5,ChatGPT
suka ngk mengikuti instruksi dan gambar a.i masih terasa tidak natural,3,ChatGPT
Sangat membantu dan bermanfaat,5,ChatGPT
kok nggak bisa buat vidio sama edit foto apk nya tambah jelek,3,ChatGPT
bagus semoga tidak ada iklan yang dipasang di chatgpt,5,ChatGPT
"Versi lama terasa lebih natural dan hangat. Versi baru terasa kaku, sering mengulang, dan kehilangan konteks emosional",1,ChatGPT
sangat membantu,5,ChatGPT
🔥🔥,5,ChatGPT
"bagusss banget apl nya, tapi tolong berikan fitur plus nyaa wkwk",5,ChatGPT
ok lolol,5,ChatGPT
mantaaaap 😍😍😍,5,ChatGPT
sangat bagus sekali dan sangat membantu,5,ChatGPT
menurut saya aplikasi Ai ini sangat membantu banget selain dapat memberikan informasi aplikasi bisa menjadi teman mengobrol dan juga tolong lah ya bug nya di benerin belum di kasih perintah malah bikin gambar duluan tapi karena hasilnya terkadang memuaskan Saya kasih bintang 4 deh,4,ChatGPT
sangat puas,5,ChatGPT
"bagus sekali, apa lagi apk ini sangat membantu saya dalam berpikir,membatu mencari music dll.",5,ChatGPT
bagus,5,ChatGPT
keren,5,ChatGPT
bagus,5,ChatGPT
Amazing,5,ChatGPT
👍,5,ChatGPT
sangat membantu,5,ChatGPT
good,5,ChatGPT
Nice,5,ChatGPT
"aplikasi ini bagus banget jadi tema ngobrol,terus dia responnya lucu😹rekomendasi banget terus bisa konsultasi tentang apapun yang kita bingungin tanya apapun deh jempol nih apk👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",5,ChatGPT
sangat bagus dan membantu,5,ChatGPT
sangat bermanfaat,5,ChatGPT
"ChatGPT ini bagus, bahasanya juga bukan yang baku banget, jadi bikin nyaman kalo ngobrol.",5,ChatGPT
baguussss,5,ChatGPT
ini bagus,5,ChatGPT
keren,3,ChatGPT
sangat menarik,5,ChatGPT
pokoknya best,5,ChatGPT
aplikasi luar biasa,5,ChatGPT
the best apps,5,ChatGPT
😚,5,ChatGPT
sangat bagus,5,ChatGPT
mantap,5,ChatGPT
bagus,5,ChatGPT
"aplikasi nya bagus banget, membantu untuk mengerjakan soal jawaban dan juga cara menyelesaikannya dan menanyakan hal sekarang saya sudah tahu, bahkan bisa menjadi teman ngobrol yang kita suka. tapi satu masalah pliss tolong edit pesan nya kok hilang yahh, untuk developer tolong perbaiki secepatnya!! karna vitur itu menurut saya berguna karna jika ada kesalahan maka nanti juga jawaban nya bakalan salah. dan vitur ini selalu saya pake.",5,ChatGPT
"—Ini aplikasi udah bagus, cuma kurang di memory nya mungkin di update selanjutnya memory atau ingatan dari setiap percakapan bisa di tingkatkan lagi agar tidak mudah lupa || —This application is good, it's just lacking in memory. maybe in the next update the memory or recollection of each conversation can be increased so that it's not easily forgotten.",3,ChatGPT
keren,5,ChatGPT
nice,5,ChatGPT
aplikasi sangat bagus hasilnya,5,ChatGPT
aplikasi yang sangat keren,5,ChatGPT
aplikasi yg bagus,5,ChatGPT
bagus,5,ChatGPT
sangat bagus dan bermanfaat,5,ChatGPT
sangat membantu dalam segala hal,5,ChatGPT
good,5,ChatGPT
mantap,5,ChatGPT
bagus banget,5,ChatGPT
BGUS BANGETTT HUHU,5,ChatGPT
baikk bangettt,5,ChatGPT
udah bagus cuma ada masalah melulu jaringan padahal lancar aja,5,ChatGPT
"sejauh ini bagus2 aja, banyak membantu. tapi hari ini chat gpt ga bisa di pakai, bahkan ga bisa login lagi ga tau kenapa, ada tulisan error. buruk bangett, padahal kemarin masih baik2 aja",2,ChatGPT
bagus untuk meningkatkan kinerja,5,ChatGPT
ribet,1,ChatGPT
"bagus banget, sangat membantu sy dalam setiap pertanyaan yg sy ajukan, dan sy menjadi belajar ttg sesuatu, bahwasanya ilmu bisa didapat darimana aja, asalkan kita bs membuka wawasan/ manfaat tekhnologi saat ini dgn bijak..terima kasih👍😊",5,ChatGPT
nice I liked,5,ChatGPT
keren,5,ChatGPT
dikit dikit ga bisa buat foto,2,ChatGPT
keren sih bagus,5,ChatGPT
Bagus,5,ChatGPT
sangat memuaskan apa yang di cari ada,5,ChatGPT
mantap,5,ChatGPT
sangat membantu dalam hal apapun,5,ChatGPT
baik,5,ChatGPT
bagus dan membantu sekali,5,ChatGPT
bagus,5,ChatGPT
keren banget semua jawaban bisa dijawab dengan mantap,5,ChatGPT
"aplikasi ini sangat membantumu contohnya bisa menjadi tempat curhat, tanya pr sekolah, dan pekerjaan lainnya pokoknya bagus dehh⭐",4,ChatGPT
bagus sekali sekarang gpt5 nya,5,ChatGPT
good luck,5,ChatGPT
mantab,5,ChatGPT
sya kasih 4 bintang dulu bro karna apk masih belum jelas apa yang di sempurnakan masih kurang maksimal loadingnya lama bro tapi apk lumayanlah buat editor photo.....,4,ChatGPT
"apk nya membantu bangett, sukaa",5,ChatGPT
ini sang bagus okelah reying 5+,5,ChatGPT
keren,5,ChatGPT
baguss,5,ChatGPT
bagus dan sangat menarik,5,ChatGPT
keran membatu sekali dalam semua bidang,5,ChatGPT
baikk,5,ChatGPT
sangat membanti,5,ChatGPT
bagusss,5,ChatGPT
saya menyukainya karena bisa membantu beberapa hal yang yang suka diskusi/pikirkan.,3,ChatGPT
punya ku gak update sama sekali,1,ChatGPT
"SUMPAAA, BAGUS POOUULLL",5,ChatGPT
keren sekali hasilnya,5,ChatGPT
