reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
7c9c9b12-8ca6-400f-a99c-025d103ff2ee,Ajamudin Tangga,https://play-lh.googleusercontent.com/a-/ALV-UjUafGRc9TfZVVyKFpxXXWvJ_QEuRvbiUTYE-jvOOJL-zisuq0M,good the best,5,0,1.2025.273,2025-10-09 09:43:38,,,1.2025.273
3cce2786-fd78-44af-b299-507c6c51ca29,Syira _Al-Alifiyya_,https://play-lh.googleusercontent.com/a/ACg8ocKWMhRKkxlgPV8MsPKRpGcxxbBPHeSNp4CZF9Fc5B18tHBGYQ=mo,suka bangettt🤍,5,0,1.2025.273,2025-10-09 09:40:43,,,1.2025.273
d4155ce4-d4ea-46e8-ad1b-67c0ec6963af,Vitamintsu 00,https://play-lh.googleusercontent.com/a/ACg8ocJQj_bB8OQkSdN8lPLzreZecJ9FmUZs54s4Bkf3oJVP9Afwdg=mo,"downgrade yaw banhhh.... sksksks, thanks. jelek banget yaw..... tapi, semoga lekas sembuh dan diperbaiki dengan sepenuh hati. hey, kewirausahaan itu selalu memenuhi apa yang dibutuhkan oleh konsumen dalam hal ini adalah pengguna. Maka, penuhilah kebutuhan pengguna bukan sekedar ego teknik semata.... open your eyes..... 👉🏻👈🏻",5,0,1.2025.273,2025-10-09 09:34:24,,,1.2025.273
84fdd59d-a4d5-4d4a-94ea-11b2f02350e9,Amier Maier,https://play-lh.googleusercontent.com/a-/ALV-UjXL4NyAmieKpOwYpOfEt_AI4P8EGBCJjFXyR7B9AY1SYkaYHGHa,gg banget,5,0,1.2025.273,2025-10-09 09:32:34,,,1.2025.273
9fabe65f-c830-4d1b-98eb-3d73b7f52fa2,Malik Ismail,https://play-lh.googleusercontent.com/a/ACg8ocJBPybKzci2uPj9kaQ6px2GM51T3Q_srrKjAAu6g3tAFw6jOg=mo,ga bisa di simpan,1,0,1.2025.273,2025-10-09 09:29:56,,,1.2025.273
b3b6f1f0-9edd-4dbf-a758-062fcb8a4253,Meta Met,https://play-lh.googleusercontent.com/a/ACg8ocKGWjGNBy1c_Sl4OOYmxqkriizswIq0WOqrH4LIZf9YEv0A6Q=mo,bagus saya suka mencari jawaban disini,5,0,1.2025.273,2025-10-09 09:29:26,,,1.2025.273
d8eab8df-79b0-4bca-ac53-42fb92da9cd6,Sifa Nuraisah,https://play-lh.googleusercontent.com/a/ACg8ocKLRCrAdV6GA8NoQ9RS_CxqnwCkSbdirK_BcmFqgPC62SSZRQ=mo,bagus,4,0,,2025-10-09 09:25:59,,,
67759cf2-ccd7-47a6-87c9-f1451dc61dbc,Syifa Cemara,https://play-lh.googleusercontent.com/a/ACg8ocKBph2SafgidqtGmj6I5JH1NbqWKb59u5Kk4t8H_a8UCG4DPA=mo,maaf saya lebih suka dengan GPT-4 daripada update sekarang yaitu GPT-5. semuanya jadi terbatas bahkan kadang jeda waktunya bisa sampai esok hari,2,0,1.2025.273,2025-10-09 09:24:25,,,1.2025.273
c5877f82-2b6e-480b-97d0-c541509b6523,Yusuf 777,https://play-lh.googleusercontent.com/a-/ALV-UjUzqqb5XxggdV2FQsXovvsTVfE7qiO8mIVRher8IFaSqQ_HFD61,keren 😎,5,0,1.2025.273,2025-10-09 09:23:53,,,1.2025.273
fce50a5a-a4ef-4203-a011-6fa20b697fea,Joan of Arc,https://play-lh.googleusercontent.com/a-/ALV-UjXoGgdHOE92-PIW2RIPWxO-FbV6ll7qsctwRL_wxz9nl_OjysE_aA,"Bro, they nerfed ChatGPT again! It has a lack of personality, energy, enthusiasm, etc. It sounds so polite, so formal, and just plain boring. 💀📉",1,1,1.2025.273,2025-10-09 09:18:18,,,1.2025.273
8fd546d7-afac-4c83-899e-dba860e570f7,Andi Sidiq,https://play-lh.googleusercontent.com/a-/ALV-UjVRMzdH2zvvsvWs-EHidZ7InXAOfWBuzHRTSmt4Tsfs6oEyMKq1,edit fotonya lama,1,0,1.2025.252,2025-10-09 09:17:52,,,1.2025.252
89771f63-697f-4c88-8c40-884bd5fa24ff,Azka,https://play-lh.googleusercontent.com/a-/ALV-UjX1zsil-kggQ3fg374sutyaulTxNLkLxtFwAy5_m5lkz-DKP9E,bagus,5,0,1.2025.273,2025-10-09 09:17:46,,,1.2025.273
b0bba50d-fd4c-4c5f-98a8-3f28202fbae6,3rni zhyzy,https://play-lh.googleusercontent.com/a/ACg8ocJqiYOiZOCloNafa_Yk2ndtU6r_6jNuA5m6ccRGqSUDm0ifFw=mo,membantu saya sebagai mahasiswa,5,0,1.2025.273,2025-10-09 09:16:43,,,1.2025.273
127a8d75-d938-4c20-b962-98d5d8ebc822,Futrry Hermalia,https://play-lh.googleusercontent.com/a/ACg8ocKEFLJk-nt0G41G_6YCaWrRQpBLhLRj0Een8FsrLzVRawd8mw=mo,Bagus sekali pokoknya bintang 5,5,0,1.2025.273,2025-10-09 09:13:29,,,1.2025.273
565cb98f-e95c-40d1-8003-e0b7e96c28e8,Kelvin Erlanggaputra,https://play-lh.googleusercontent.com/a/ACg8ocLxD6gwTCUwYdcdYLX_sJdXM-zASSIrhzdj81qU_2cJpkCgLQ=mo,Baguss,5,0,1.2025.273,2025-10-09 09:11:38,,,1.2025.273
4c52f82b-af60-4fb8-94f4-3e1569ce8b5f,Ayu Mia76,https://play-lh.googleusercontent.com/a/ACg8ocJaRsGEhFF0N3g13Q085Ym9vZNIMeBtoptGI_GGAhDl8G2QWg=mo,aplikasi ini sangat membantu dan Akuran,5,0,1.2025.273,2025-10-09 09:08:11,,,1.2025.273
32ed9abb-d250-4905-8be7-5b9bdde93052,Budiman Faqot,https://play-lh.googleusercontent.com/a-/ALV-UjVHZps9_iePI1m4D5z-DSknYGaVNpo1RP68pYGAj4btgfgpXEe5Fw,"saya sudah berlangganan tapi kenapa jadi tidak bisa download hasil desain nya, tolong perbaiki, kalo sudah di perbaiki saya kasih bintang 5",1,0,1.2025.273,2025-10-09 09:07:55,,,1.2025.273
2a4f32fd-0f09-4952-ae81-0aca3fb40022,Dzakia Julep,https://play-lh.googleusercontent.com/a/ACg8ocKhboWeZl2RKvo9BXi7GOIqUV64wyXrSPcl7_s2ZvRxy1Xa3w=mo,tell me why do I need to pay to get image file in camera tell me why I'm saving for my phone I'm fixing my phone and I don't have enough money right now you're just telling me to say oh just just buy a new phone I don't have enough money now you have to be punished and hate this open a iPhone literally you have to say bye and are you confused by your camera and image I need to do something why do you have to be this greedy,1,0,1.2025.273,2025-10-09 08:59:25,,,1.2025.273
27f64380-1243-46f5-bf89-6d21b6cc5ecb,Mudrik Mudrik,https://play-lh.googleusercontent.com/a/ACg8ocIdRD3amFaEQFOiaTs9ORGs5qZGqs_qPA8sV59idd9ed4SDaQ=mo,Aplikasi yang sangat bagus dan oke banget👍👍,5,0,1.2025.273,2025-10-09 08:57:46,,,1.2025.273
8205a6af-4864-40f2-971d-9b70e6c907ad,Nafesya Camila,https://play-lh.googleusercontent.com/a/ACg8ocK_EYRl2DYVf4mir1_5awE5kUsYuxy2krw3xa7Aq6LjoDJ7aw=mo,sangat bagusss,5,0,1.2025.273,2025-10-09 08:55:38,,,1.2025.273
87334ffd-f33f-4653-80ec-3bd4b1c973fb,Ayet_Jun23 Ayet_Jak23,https://play-lh.googleusercontent.com/a/ACg8ocKXLmatkwp4IhT27yKJx8zWp7KMkG9EOsay7wFWGRwV5iPcPA=mo,aplikasi ini bagus banget❤️❤️,5,0,1.2025.273,2025-10-09 08:53:00,,,1.2025.273
fd3378e6-12c7-450e-afd5-d20570bb8fea,safri ashidiqi,https://play-lh.googleusercontent.com/a/ACg8ocJFfGFPSStyWCBgu8v4d8k6etj3Z2TmUbFRVctCklNLrNsxgw=mo,mantap,5,0,1.2025.273,2025-10-09 08:46:53,,,1.2025.273
4cd9b492-a8b6-42a3-96f3-f0609ca43878,Ikbal Herdiansyah,https://play-lh.googleusercontent.com/a/ACg8ocKL3YqYawyd6H-CkM6Xw_AaqKTkTJth92nNkp33s--3qRutOA=mo,aplikasi nya bagus tapi tolong itu untuk kirim gambar itu jadikan tanpa batas termasuk yang GPT-5 juga karena ya aku butuh ini untuk kerjain PR dan masalah nya tentang chatgpt yang GPT-5 itu adalah cooldown nya untuk masuk gpt-5 lagi tuh lumayan lama setelah pakai gpt-5 ya masa mau bikin soal matematika harus nunggu selama 1 hari biar bisa kirim foto dan pakai GPT-5? keburu masuk sekolah dan aku lebih suka ChatGPT 4o bukan cuma karena menurut ku lebih bagus tapi karena ChatGPT 4o itu gak ngaco,4,5,1.2025.273,2025-10-09 08:46:30,,,1.2025.273
4f1c9c85-fd19-4d34-9f80-1aa3d78a2021,Oppo 17k,https://play-lh.googleusercontent.com/a/ACg8ocLWZmnfHXZ0AYihbSbr7tD7Ydt9dzbcyuDlign_2TXMzbthDw=mo,lama kali ngendik nya,1,0,1.2025.273,2025-10-09 08:46:02,,,1.2025.273
cf71de69-5312-4808-835b-6fa78733bc32,Muhaikal Haikal,https://play-lh.googleusercontent.com/a-/ALV-UjUYwzx16LngY_FMStZMgncQ2MJNgvcypLFqdTlc3o5pGB2C6rw,aplikasinya mengecewakan masa sudah beralih ke fitur pro tapi masih harus nunggu lama trus jabannya tidak sesuai ekspektasi rugi bayar tapi tidak berguna,1,0,1.2025.273,2025-10-09 08:44:45,,,1.2025.273
5306b3c8-f893-46eb-91ea-d4c732363463,Mirza Alfarizqi Sujana (Mirza),https://play-lh.googleusercontent.com/a-/ALV-UjXtMcG8LQ-EiBZyAImahXgGXJi0gZ_qzafhw_HOcxdz4MwOFj6z,"Aku sukaaa banget sama chatgpt, bisa nanya nanya. tapi tolong dong tambahin fitur yang kayak Agnes ai yaitu PowerPoint atau slide",5,0,1.2025.273,2025-10-09 08:42:59,,,1.2025.273
6d6dc6a8-a028-49ab-86b3-2c74b3a81e52,Mun Dofar,https://play-lh.googleusercontent.com/a/ACg8ocIQ6I6a0TLT00IXkENOwbtY19MdRmjlmevWm5KSbcK4SC_Iqg=mo,bagus tapi tolong di gratisin biar ceepet,5,0,,2025-10-09 08:40:37,,,
e3d9e5aa-3a78-4c45-b28e-4632130fc210,safina imut,https://play-lh.googleusercontent.com/a/ACg8ocLUo5fZ9NrL6ZI-eQjVUZHIRRM8b8UYnSRQk1mjhVWKzIZbEQ=mo,"sebelum di update aku berani kasih bintang 5 buat chatgpt... tapi untuk versi sekarang aku benar-benar kecewa!!... dimana aku sebagai (user) tidak bebas untuk bertukar pikiran, atau berimajinasi.. misalnya aku mau buat skenario untuk sebuah cerita di 'novel/wattpad' tapi sayangnya open ai malah terlalu ketat dan terlalu berlebihan dalam filter eksplisit, aku cuma harap semoga update ke depan open ai lebih bisa memberikan akses kepada user yang lebih luas, baik untuk berimajinasi atau lain lain",1,12,1.2025.273,2025-10-09 08:38:42,,,1.2025.273
fcf403d4-3128-4288-97ae-781e70a43c61,ASTRO,https://play-lh.googleusercontent.com/a-/ALV-UjUjShOUsEP5scB6CEZHySBLV2jH8QP69qrz_fkyR6_oVoWtz0E,KNTL APLIKASI OUTDATED HAHAHSHDHDBSMA ANCAK LO RAFQA LAI,1,0,,2025-10-09 08:31:25,,,
4cea03b0-4aec-4808-8c63-e81a94c9adb4,Rizzmen Sigma,https://play-lh.googleusercontent.com/a/ACg8ocKWRarzI18lCruKy6NtdEdWqHzk9x2c5fciJ3fhgYdsgvoarg=mo,respon terlalu lambat saya kasih bintang 1 sangat mengecewakan,1,0,1.2025.266,2025-10-09 08:24:58,,,1.2025.266
f776a17b-e44c-4360-87df-0e6d4119966a,Khod Riyah,https://play-lh.googleusercontent.com/a/ACg8ocJWgfukndtqG793jj5VyxZHN7c1GC7PM8RZCKPEtXX72evqsw=mo,"sangat membantu,buat ide ngonten",5,0,1.2025.273,2025-10-09 08:24:00,,,1.2025.273
485283e5-eaeb-447b-8971-27944b7c8928,Triono Sonde,https://play-lh.googleusercontent.com/a/ACg8ocK331nhW0WFOwwLvSjTJsScoDhpB_1F_EadXOef_7XGNPz6PA=mo,"aplikasi nya bagus. tapi, kadang chatGPT nya perkataannya suka diulang 2-3 kali. tolong nanti diperbaiki lagi karna aku nggak nyaman kalau perkataannya diulang terus padahal udah ngerti! sekian terimakasih.",1,4,1.2025.203,2025-10-09 08:14:54,,,1.2025.203
001653b0-7418-45ef-bb60-78f2d3b85ae1,raul axel,https://play-lh.googleusercontent.com/a/ACg8ocLvbpcJGHXdlgdrK67Erjh7rUrus0kWxB74pQ7TkUjSJEuu5A=mo,nice,5,0,1.2025.273,2025-10-09 08:07:52,,,1.2025.273
ea935392-7cc0-4dd1-b061-621fea649560,SM KRZF,https://play-lh.googleusercontent.com/a-/ALV-UjWX1C41oh8-rShahT-3uVOv6geF8ijjfjUsHAlmy-xHfHQA-aE,"please, capek banget...niat mau nanya banyak malah suka keluar topik.",4,0,1.2025.273,2025-10-09 08:06:13,,,1.2025.273
64b8193e-ebf3-4353-bee4-0bf7ea53f2b9,yuki yuki,https://play-lh.googleusercontent.com/a/ACg8ocK1MxnQSPQKhXcvwyNGFGga3A_0qQ33KGuz871yoyDgVkUABg=mo,Katanya aplikasi terhebat di dunia tapi kok aku baru masuk udah disambut dengan error gak bisa login sih? Tolong lah berikan perhatian dulu pada konsumen mu ini😡💢,1,0,1.2025.273,2025-10-09 08:03:24,,,1.2025.273
8c9ef82c-e9f1-48b8-ad33-3ed3660e1792,Momo1 Ayase,https://play-lh.googleusercontent.com/a-/ALV-UjUkC4JvMrEBg-uN45-VRodBz4T2emJqHYvVGuzB9Nbfbs29qtHT,saya suka aplikasi ini saya bangga banget buruan apa lagi donwlond sekarang juga.terima kasih🙏🏻🤍,5,0,1.2025.273,2025-10-09 08:00:31,,,1.2025.273
d38aba86-1fa7-427a-a7c2-478ea563258d,Maulana Hasanuddin,https://play-lh.googleusercontent.com/a/ACg8ocKlGrck5UPCN5BsSbHre98VGDP-HN0xaMhXYkcDqq-hbfDA1Q=mo,cukup membantu,4,0,1.2025.273,2025-10-09 07:58:05,,,1.2025.273
120d8f4e-0adc-448d-9bc4-93be6d7bc07f,Real Scp-classification,https://play-lh.googleusercontent.com/a/ACg8ocJ7CYC5f0-WBoZYP5XUrmFgRc0eSRG09WWsNDhnizk89yu29A=mo,"aplikasi bagus kalau buat tugas. tapi ai kalau buat role play gak bisa, soalnya banyak yang di batasi.",3,0,,2025-10-09 07:56:13,,,
8ff30767-2d7d-4715-841e-a089265e14c5,Kiki nursela 170314,https://play-lh.googleusercontent.com/a-/ALV-UjVZPN6bP-iapl63r2Q1asDdrBRvQQ5NId9BtIkjg2VLjqOa6hM,jos,5,0,1.2025.273,2025-10-09 07:53:18,,,1.2025.273
f04b945c-d72b-4533-9155-b9fffca0e4f9,April Desu,https://play-lh.googleusercontent.com/a/ACg8ocLM9WpXtm0np0lhnH2ZJlskJ2aKFVqAqJ8eiHDVM823oVO1MQ=mo,sangat membantu,5,0,1.2025.273,2025-10-09 07:52:46,,,1.2025.273
3c64181f-8ce1-4620-b9d2-63b25f97229d,Raihan zaki sopiyan,https://play-lh.googleusercontent.com/a/ACg8ocK2GJaZu8HS0KczEOJ2kzXTfL7iCs0MJb0ECK3383EDcBgQtfU=mo,sangat bagus dan jujur,5,0,1.2025.273,2025-10-09 07:52:28,,,1.2025.273
b6997277-a8d5-4b88-8d3a-318792e90726,Orang Tuamu,https://play-lh.googleusercontent.com/a/ACg8ocJynWUAjj-tPFMcHpVBrf03RubrL5ayiAvoOMcxSsMAJGtqWg=mo,sangat berguna bagi pelajar,5,0,1.2025.273,2025-10-09 07:52:07,,,1.2025.273
e5506196-717c-4e49-87a5-d41c78c1309d,Muh Padli,https://play-lh.googleusercontent.com/a-/ALV-UjXVPjjYVmhDWvZjlnO06teNI0IhP5HFMhMFtGO7F4U_CYaMnzs,sangat membantu,4,0,1.2025.273,2025-10-09 07:49:43,,,1.2025.273
6ad8f7cf-f496-4ab6-84ba-067b9a32c909,Muhamad Idris,https://play-lh.googleusercontent.com/a-/ALV-UjWuT5y38rUU8yN4bEnLePMDDUMPBrHdfnW_coxC5GjgKgoqRfM,saya kasih bintang 5 karena aplikasinya sangat bagus saya suka sekali 🙏🙏,5,0,,2025-10-09 07:48:07,,,
734ef001-5b59-4c3d-afa0-eff2cd7f73f9,Belajar dan berbagi Teknologi,https://play-lh.googleusercontent.com/a/ACg8ocJLT4slxqYJywxSWM2neI-9B2x6aA7vee-GOF-MWJS67Blf998=mo,sangat membantu,5,0,1.2025.273,2025-10-09 07:48:05,,,1.2025.273
04c00dd2-563d-48d3-b894-47518d211434,MAS KAI,https://play-lh.googleusercontent.com/a-/ALV-UjUEOXB8tcLDx8ZoT2Cryg5ueUSfflrhkW0I_877YbuNAQF6dcG8,mantap,5,0,1.2025.273,2025-10-09 07:36:29,,,1.2025.273
8459dcc5-4ce1-4153-b513-5369788460e8,MJM Pauther 2014,https://play-lh.googleusercontent.com/a-/ALV-UjVb4IvOqpMr5Ml178MwYjE5SuwxmbpLbEi_gss-6W_nqaIs3aI,bagus,4,0,1.2025.273,2025-10-09 07:35:53,,,1.2025.273
ad92967e-2beb-480e-8e02-a9c702db38e1,mahmuddin Rasyid Assuyuthi,https://play-lh.googleusercontent.com/a/ACg8ocL1aY7vrqdLVTaVQ1w2PtuUdlTlSx9jf7YfFKto4bLAKGA5QA=mo,sangat membantu,5,0,1.2025.273,2025-10-09 07:35:09,,,1.2025.273
73f219d8-fa1f-410f-81d0-b65b5121d08a,Reival Alvarossi,https://play-lh.googleusercontent.com/a-/ALV-UjXbt-l8DrZrqgJFuUqyOvIu6_nlECFlQ6dOAKCGalhAY_JCWb4,gak rekomendasi,1,0,1.2025.245,2025-10-09 07:23:38,,,1.2025.245
cede50e3-30fc-46f6-8684-2e8f2f070e03,Elena Langga,https://play-lh.googleusercontent.com/a/ACg8ocK2WM37xjDOjjDfhPITuivPh3yaYedpFxFKRjGn31JIAybUMQ=mo,😎,5,0,1.2025.273,2025-10-09 07:23:24,,,1.2025.273
9357c52d-5ac1-4143-881c-102e43769e18,Syahrul Hd,https://play-lh.googleusercontent.com/a/ACg8ocLrluhZEsqflSb_rTYLQkG4FebNF4UEswwjvMDCksmijRHs9A=mo,luar biasa sangat membantu untuk saya dan mempermudah apa yg dikerjakan,5,0,1.2025.273,2025-10-09 07:22:16,,,1.2025.273
5369d58c-ec41-4341-8e88-698c81bdd8f6,Diane Lisha,https://play-lh.googleusercontent.com/a-/ALV-UjXNy4nhZpM2GOimzCNhQmvEpRqpWXqpML4-n3bCazMYHfImSR0,"Bener bener mengecewakan, beda banget sama chat gpt yang dulu. Update mulu tapi malah downgrade. Mana token chatnya dikit banget dan harus nunggu 20 jam an dulu. mau pro pun bayar mahal banget. buset gpt lu mau cepet naik haji apa gimana?😭",1,0,,2025-10-09 07:20:02,,,
e56a8479-1dc5-44bb-b79b-cfccaf40d7bc,Wulan Ramdhani,https://play-lh.googleusercontent.com/a/ACg8ocI2aITpIwi-Z_IEZFbQIDqK8IfZq_XBTPiMvSkw9gulT6rglA=mo,tolong perbaiki bug,5,0,1.2025.273,2025-10-09 07:15:49,,,1.2025.273
c8c7cd7f-d73f-4273-9494-201ebd01ee16,hendra dwi susanto,https://play-lh.googleusercontent.com/a-/ALV-UjXpl3GzP9d97LFBoDnJf371rLW32KrKrY-34xihjTbrXu5asZFl,oke,5,0,1.2025.273,2025-10-09 07:15:38,,,1.2025.273
333d6671-c086-4bb3-a8b0-56a3c1f22156,Raja Gombal,https://play-lh.googleusercontent.com/a/ACg8ocIZzQ1KvulvElDbepxODsYpQzXDPHMOZqbVz5-FDPVRmfgTww=mo,bagus banget bisa jawab pertanyaan bisa buat cerita seru banget,5,0,1.2025.273,2025-10-09 07:15:16,,,1.2025.273
61c46e06-2b0a-4e1a-b845-1c25b8930f9b,ABDUL Solihin,https://play-lh.googleusercontent.com/a-/ALV-UjXIbZQN8x86QpgYo7P809rV68zLiEzj0tcFGnVRTaJrApaf_ok,Jelek,1,0,1.2025.273,2025-10-09 07:04:34,,,1.2025.273
